Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2014","2014","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2015","2015","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2016","2016","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2017","2017","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2018","2018","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2019","2019","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2020","2020","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2021","2021","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1990","1990","°C","0.193","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1991","1991","°C","0.763","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1992","1992","°C","0.105","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1993","1993","°C","0.346","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1994","1994","°C","0.317","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1995","1995","°C","1.366","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1996","1996","°C","0.798","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1997","1997","°C","1.399","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1998","1998","°C","1.575","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","1999","1999","°C","1.508","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2000","2000","°C","1.886","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2001","2001","°C","1.211","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2002","2002","°C","1.299","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2003","2003","°C","1.44","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2004","2004","°C","0.034","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2005","2005","°C","1.397","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2006","2006","°C","1.465","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2007","2007","°C","1.395","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2008","2008","°C","1.583","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2009","2009","°C","1.454","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2010","2010","°C","0.452","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2011","2011","°C","0.424","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2012","2012","°C","1.31","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2013","2013","°C","2.833","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2014","2014","°C","1.498","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2015","2015","°C","0.584","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2016","2016","°C","0.328","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2017","2017","°C","1.481","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2018","2018","°C","0.834","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2019","2019","°C","1.227","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2020","2020","°C","2.528","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7009","September","2021","2021","°C","1.134","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1990","1990","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1991","1991","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1992","1992","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1993","1993","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1994","1994","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1995","1995","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1996","1996","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1997","1997","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1998","1998","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","1999","1999","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2000","2000","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2001","2001","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2002","2002","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2003","2003","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2004","2004","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2005","2005","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2006","2006","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2007","2007","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2008","2008","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2009","2009","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2010","2010","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2011","2011","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2012","2012","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2013","2013","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2014","2014","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2015","2015","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2016","2016","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2017","2017","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2018","2018","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2019","2019","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2020","2020","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7009","September","2021","2021","°C","0.747","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1990","1990","°C","0.677","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1991","1991","°C","1.562","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1992","1992","°C","-0.38","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1993","1993","°C","-0.358","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1994","1994","°C","0.704","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1995","1995","°C","0.178","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1996","1996","°C","0.783","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1997","1997","°C","0.813","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1998","1998","°C","0.887","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","1999","1999","°C","0.911","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2000","2000","°C","0.027","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2001","2001","°C","-0.763","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2002","2002","°C","1.045","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2003","2003","°C","-0.248","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2004","2004","°C","1.812","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2005","2005","°C","1.405","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2006","2006","°C","1.573","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2007","2007","°C","1.478","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2008","2008","°C","1.772","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2009","2009","°C","0.589","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2010","2010","°C","-0.12","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2011","2011","°C","0.69","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2012","2012","°C","1.017","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2013","2013","°C","1.672","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2014","2014","°C","2.079","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2015","2015","°C","2.993","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2016","2016","°C","-0.175","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2017","2017","°C","1.665","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2018","2018","°C","1.954","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2019","2019","°C","2.092","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2020","2020","°C","1.129","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7010","October","2021","2021","°C","0.983","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1990","1990","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1991","1991","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1992","1992","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1993","1993","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1994","1994","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1995","1995","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1996","1996","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1997","1997","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1998","1998","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","1999","1999","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2000","2000","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2001","2001","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2002","2002","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2003","2003","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2004","2004","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2005","2005","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2006","2006","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2007","2007","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2008","2008","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2009","2009","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2010","2010","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2011","2011","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2012","2012","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2013","2013","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2014","2014","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2015","2015","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2016","2016","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2017","2017","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2018","2018","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2019","2019","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2020","2020","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7010","October","2021","2021","°C","0.765","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1990","1990","°C","1.678","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1991","1991","°C","0.334","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1992","1992","°C","-0.964","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1993","1993","°C","0.729","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1994","1994","°C","0.467","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1995","1995","°C","0.647","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1996","1996","°C","0.171","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1997","1997","°C","1.038","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1998","1998","°C","0.267","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","1999","1999","°C","-1.18","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2000","2000","°C","0.565","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2001","2001","°C","-0.295","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2002","2002","°C","1.673","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2003","2003","°C","0.902","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2004","2004","°C","0.55","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2005","2005","°C","1.012","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2006","2006","°C","1.69","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2007","2007","°C","0.962","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2008","2008","°C","0.235","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2009","2009","°C","2.182","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2010","2010","°C","-0.376","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2011","2011","°C","0.582","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2012","2012","°C","1.526","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2013","2013","°C","0.829","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2014","2014","°C","2.046","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2015","2015","°C","2.153","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2016","2016","°C","0.788","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2017","2017","°C","1.058","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2018","2018","°C","0.899","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2019","2019","°C","1.172","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2020","2020","°C","2.387","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7011","November","2021","2021","°C","-0.428","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1990","1990","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1991","1991","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1992","1992","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1993","1993","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1994","1994","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1995","1995","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1996","1996","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1997","1997","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1998","1998","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","1999","1999","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2000","2000","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2001","2001","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2002","2002","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2003","2003","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2004","2004","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2005","2005","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2006","2006","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2007","2007","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2008","2008","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2009","2009","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2010","2010","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2011","2011","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2012","2012","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2013","2013","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2014","2014","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2015","2015","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2016","2016","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2017","2017","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2018","2018","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2019","2019","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2020","2020","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7011","November","2021","2021","°C","0.721","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1990","1990","°C","1.321","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1991","1991","°C","0.037","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1992","1992","°C","-0.346","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1993","1993","°C","-0.404","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1994","1994","°C","1.041","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1995","1995","°C","-0.199","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1996","1996","°C","0.25","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1997","1997","°C","1.099","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1998","1998","°C","0.337","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","1999","1999","°C","-0.697","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2000","2000","°C","0.113","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2001","2001","°C","-0.45","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2002","2002","°C","1.109","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2003","2003","°C","1.169","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2004","2004","°C","0.715","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2005","2005","°C","1.152","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2006","2006","°C","0.458","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2007","2007","°C","0.338","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2008","2008","°C","0.278","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2009","2009","°C","1.081","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2010","2010","°C","-0.348","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2011","2011","°C","-0.204","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2012","2012","°C","1.361","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2013","2013","°C","0.927","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2014","2014","°C","1.116","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2015","2015","°C","1.261","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2016","2016","°C","0.99","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2017","2017","°C","1.314","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2018","2018","°C","2.06","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2019","2019","°C","3.117","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2020","2020","°C","0.306","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7012","December","2021","2021","°C","1.087","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1990","1990","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1991","1991","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1992","1992","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1993","1993","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1994","1994","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1995","1995","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1996","1996","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1997","1997","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1998","1998","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","1999","1999","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2000","2000","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2001","2001","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2002","2002","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2003","2003","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2004","2004","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2005","2005","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2006","2006","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2007","2007","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2008","2008","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2009","2009","°C","0.674","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7012","December","2010","2010","°C","0.674","Fc","Calculated data"
